Lambda/m,Lambda/nm,E/eV,Solar per nm/W*m^-2*nm^-1,Solar per E/W*m^-2*eV^-1
8.26E-07,826.0,1.501,9.3381E-01,5.1401E+02
8.25E-07,825.0,1.503,9.6935E-01,5.3228E+02
8.24E-07,824.0,1.505,9.3506E-01,5.1221E+02
8.23E-07,823.0,1.507,6.7271E-01,3.6760E+02
8.22E-07,822.0,1.509,9.5157E-01,5.1873E+02
8.21E-07,821.0,1.510,9.9764E-01,5.4252E+02
8.20E-07,820.0,1.512,8.6188E-01,4.6755E+02
8.19E-07,819.0,1.514,9.0519E-01,4.8985E+02
8.18E-07,818.0,1.516,8.2259E-01,4.4406E+02
8.17E-07,817.0,1.518,8.5183E-01,4.5872E+02
8.16E-07,816.0,1.520,8.3216E-01,4.4703E+02
8.15E-07,815.0,1.521,8.9523E-01,4.7974E+02
8.14E-07,814.0,1.523,9.0356E-01,4.8301E+02
8.13E-07,813.0,1.525,1.0086E+00,5.3784E+02
8.12E-07,812.0,1.527,1.0268E+00,5.4620E+02
8.11E-07,811.0,1.529,1.0533E+00,5.5892E+02
8.10E-07,810.0,1.531,1.0559E+00,5.5892E+02
8.09E-07,809.0,1.533,1.0548E+00,5.5696E+02
8.08E-07,808.0,1.535,1.0821E+00,5.6996E+02
8.07E-07,807.0,1.537,1.0859E+00,5.7055E+02
8.06E-07,806.0,1.538,1.0974E+00,5.7516E+02
8.05E-07,805.0,1.540,1.0545E+00,5.5130E+02
8.04E-07,804.0,1.542,1.0782E+00,5.6230E+02
8.03E-07,803.0,1.544,1.0657E+00,5.5440E+02
8.02E-07,802.0,1.546,1.0856E+00,5.6334E+02
8.01E-07,801.0,1.548,1.0843E+00,5.6126E+02
8.00E-07,800.0,1.550,1.0725E+00,5.5377E+02
7.99E-07,799.0,1.552,1.0905E+00,5.6166E+02
7.98E-07,798.0,1.554,1.1121E+00,5.7135E+02
7.97E-07,797.0,1.556,1.0913E+00,5.5926E+02
7.96E-07,796.0,1.558,1.0742E+00,5.4912E+02
7.95E-07,795.0,1.560,1.0932E+00,5.5743E+02
7.94E-07,794.0,1.562,1.0972E+00,5.5806E+02
7.93E-07,793.0,1.564,1.0875E+00,5.5173E+02
7.92E-07,792.0,1.566,1.0953E+00,5.5429E+02
7.91E-07,791.0,1.568,1.1058E+00,5.5819E+02
7.90E-07,790.0,1.570,1.0910E+00,5.4933E+02
7.89E-07,789.0,1.572,1.1257E+00,5.6537E+02
7.88E-07,788.0,1.574,1.1305E+00,5.6634E+02
7.87E-07,787.0,1.576,1.1450E+00,5.7215E+02
7.86E-07,786.0,1.578,1.1592E+00,5.7777E+02
7.85E-07,785.0,1.580,1.1586E+00,5.7600E+02
7.84E-07,784.0,1.582,1.1536E+00,5.7206E+02
7.83E-07,783.0,1.584,1.1614E+00,5.7446E+02
7.82E-07,782.0,1.586,1.1662E+00,5.7536E+02
7.81E-07,781.0,1.588,1.1607E+00,5.7118E+02
7.80E-07,780.0,1.590,1.1636E+00,5.7114E+02
7.79E-07,779.0,1.592,1.1765E+00,5.7600E+02
7.78E-07,778.0,1.594,1.1713E+00,5.7198E+02
7.77E-07,777.0,1.596,1.1727E+00,5.7119E+02
7.76E-07,776.0,1.598,1.1798E+00,5.7317E+02
7.75E-07,775.0,1.600,1.1771E+00,5.7039E+02
7.74E-07,774.0,1.602,1.1771E+00,5.6892E+02
7.73E-07,773.0,1.604,1.1771E+00,5.6745E+02
7.72E-07,772.0,1.606,1.1778E+00,5.6632E+02
7.71E-07,771.0,1.608,1.1686E+00,5.6044E+02
7.70E-07,770.0,1.610,1.1608E+00,5.5525E+02
7.69E-07,769.0,1.612,1.1278E+00,5.3807E+02
7.68E-07,768.0,1.615,1.1138E+00,5.3001E+02
7.67E-07,767.0,1.617,9.7417E-01,4.6236E+02
7.66E-07,766.0,1.619,8.1461E-01,3.8562E+02
7.65E-07,765.0,1.621,6.8601E-01,3.2390E+02
7.64E-07,764.0,1.623,5.3878E-01,2.5372E+02
7.63E-07,763.0,1.625,3.7952E-01,1.7825E+02
7.62E-07,762.0,1.627,6.8766E-01,3.2213E+02
7.61E-07,761.0,1.629,1.5396E-01,7.1933E+01
7.60E-07,760.0,1.632,2.6604E-01,1.2397E+02
7.59E-07,759.0,1.634,1.1945E+00,5.5517E+02
7.58E-07,758.0,1.636,1.2295E+00,5.6993E+02
7.57E-07,757.0,1.638,1.2221E+00,5.6500E+02
7.56E-07,756.0,1.640,1.2232E+00,5.6402E+02
7.55E-07,755.0,1.642,1.2383E+00,5.6947E+02
7.54E-07,754.0,1.645,1.2420E+00,5.6966E+02
7.53E-07,753.0,1.647,1.2266E+00,5.6111E+02
7.52E-07,752.0,1.649,1.2330E+00,5.6254E+02
7.51E-07,751.0,1.651,1.2286E+00,5.5904E+02
7.50E-07,750.0,1.653,1.2341E+00,5.6005E+02
7.49E-07,749.0,1.656,1.2357E+00,5.5928E+02
7.48E-07,748.0,1.658,1.2401E+00,5.5977E+02
7.47E-07,747.0,1.660,1.2477E+00,5.6170E+02
7.46E-07,746.0,1.662,1.2470E+00,5.5988E+02
7.45E-07,745.0,1.664,1.2497E+00,5.5959E+02
7.44E-07,744.0,1.667,1.2503E+00,5.5836E+02
7.43E-07,743.0,1.669,1.2405E+00,5.5249E+02
7.42E-07,742.0,1.671,1.2153E+00,5.3981E+02
7.41E-07,741.0,1.673,1.2148E+00,5.3814E+02
7.40E-07,740.0,1.676,1.2195E+00,5.3876E+02
7.39E-07,739.0,1.678,1.1905E+00,5.2453E+02
7.38E-07,738.0,1.680,1.2269E+00,5.3911E+02
7.37E-07,737.0,1.682,1.2039E+00,5.2757E+02
7.36E-07,736.0,1.685,1.2059E+00,5.2701E+02
7.35E-07,735.0,1.687,1.2178E+00,5.3077E+02
7.34E-07,734.0,1.689,1.2357E+00,5.3710E+02
7.33E-07,733.0,1.692,1.1962E+00,5.1852E+02
7.32E-07,732.0,1.694,1.1534E+00,4.9860E+02
7.31E-07,731.0,1.696,1.0703E+00,4.6142E+02
7.30E-07,730.0,1.699,1.1285E+00,4.8518E+02
7.29E-07,729.0,1.701,1.0466E+00,4.4873E+02
7.28E-07,728.0,1.703,1.0400E+00,4.4468E+02
7.27E-07,727.0,1.706,1.0850E+00,4.6265E+02
7.26E-07,726.0,1.708,1.0813E+00,4.5980E+02
7.25E-07,725.0,1.710,1.0380E+00,4.4018E+02
7.24E-07,724.0,1.713,1.0555E+00,4.4636E+02
7.23E-07,723.0,1.715,1.1444E+00,4.8262E+02
7.22E-07,722.0,1.717,1.2407E+00,5.2179E+02
7.21E-07,721.0,1.720,1.0861E+00,4.5551E+02
7.20E-07,720.0,1.722,9.8550E-01,4.1217E+02
7.19E-07,719.0,1.725,9.2318E-01,3.8503E+02
7.18E-07,718.0,1.727,1.0296E+00,4.2822E+02
7.17E-07,717.0,1.729,1.1071E+00,4.5918E+02
7.16E-07,716.0,1.732,1.2716E+00,5.2593E+02
7.15E-07,715.0,1.734,1.2587E+00,5.1914E+02
7.14E-07,714.0,1.737,1.3029E+00,5.3587E+02
7.13E-07,713.0,1.739,1.2918E+00,5.2982E+02
7.12E-07,712.0,1.742,1.3071E+00,5.3459E+02
7.11E-07,711.0,1.744,1.3155E+00,5.3652E+02
7.10E-07,710.0,1.746,1.3175E+00,5.3582E+02
7.09E-07,709.0,1.749,1.3095E+00,5.3107E+02
7.08E-07,708.0,1.751,1.3048E+00,5.2767E+02
7.07E-07,707.0,1.754,1.3090E+00,5.2788E+02
7.06E-07,706.0,1.756,1.3144E+00,5.2856E+02
7.05E-07,705.0,1.759,1.3214E+00,5.2987E+02
7.04E-07,704.0,1.761,1.3078E+00,5.2293E+02
7.03E-07,703.0,1.764,1.2747E+00,5.0824E+02
7.02E-07,702.0,1.766,1.2674E+00,5.0390E+02
7.01E-07,701.0,1.769,1.2659E+00,5.0187E+02
7.00E-07,700.0,1.771,1.2823E+00,5.0692E+02
6.99E-07,699.0,1.774,1.2918E+00,5.0922E+02
6.98E-07,698.0,1.777,1.3192E+00,5.1853E+02
6.97E-07,697.0,1.779,1.3403E+00,5.2532E+02
6.96E-07,696.0,1.782,1.2684E+00,4.9571E+02
6.95E-07,695.0,1.784,1.2714E+00,4.9546E+02
6.94E-07,694.0,1.787,1.2464E+00,4.8432E+02
6.93E-07,693.0,1.789,1.2609E+00,4.8854E+02
6.92E-07,692.0,1.792,1.2689E+00,4.9022E+02
6.91E-07,691.0,1.795,1.2333E+00,4.7509E+02
6.90E-07,690.0,1.797,1.1821E+00,4.5405E+02
6.89E-07,689.0,1.800,1.1278E+00,4.3194E+02
6.88E-07,688.0,1.802,1.1206E+00,4.2794E+02
6.87E-07,687.0,1.805,9.6824E-01,3.6868E+02
6.86E-07,686.0,1.808,1.3438E+00,5.1020E+02
6.85E-07,685.0,1.810,1.3748E+00,5.2044E+02
6.84E-07,684.0,1.813,1.3739E+00,5.1859E+02
6.83E-07,683.0,1.816,1.3830E+00,5.2050E+02
6.82E-07,682.0,1.818,1.3981E+00,5.2464E+02
6.81E-07,681.0,1.821,1.3915E+00,5.2063E+02
6.80E-07,680.0,1.824,1.3969E+00,5.2112E+02
6.79E-07,679.0,1.826,1.3947E+00,5.1877E+02
6.78E-07,678.0,1.829,1.4066E+00,5.2166E+02
6.77E-07,677.0,1.832,1.3991E+00,5.1734E+02
6.76E-07,676.0,1.834,1.4120E+00,5.2057E+02
6.75E-07,675.0,1.837,1.3958E+00,5.1308E+02
6.74E-07,674.0,1.840,1.4074E+00,5.1581E+02
6.73E-07,673.0,1.842,1.4094E+00,5.1501E+02
6.72E-07,672.0,1.845,1.3972E+00,5.0904E+02
6.71E-07,671.0,1.848,1.4169E+00,5.1468E+02
6.70E-07,670.0,1.851,1.4196E+00,5.1413E+02
6.69E-07,669.0,1.854,1.4394E+00,5.1974E+02
6.68E-07,668.0,1.856,1.4150E+00,5.0940E+02
6.67E-07,667.0,1.859,1.4102E+00,5.0616E+02
6.66E-07,666.0,1.862,1.4203E+00,5.0826E+02
6.65E-07,665.0,1.865,1.4214E+00,5.0712E+02
6.64E-07,664.0,1.867,1.3967E+00,4.9681E+02
6.63E-07,663.0,1.870,1.3844E+00,4.9096E+02
6.62E-07,662.0,1.873,1.3819E+00,4.8859E+02
6.61E-07,661.0,1.876,1.3933E+00,4.9114E+02
6.60E-07,660.0,1.879,1.3992E+00,4.9172E+02
6.59E-07,659.0,1.882,1.3905E+00,4.8719E+02
6.58E-07,658.0,1.884,1.3855E+00,4.8396E+02
6.57E-07,657.0,1.887,1.2393E+00,4.3158E+02
6.56E-07,656.0,1.890,1.1851E+00,4.1145E+02
6.55E-07,655.0,1.893,1.3499E+00,4.6724E+02
6.54E-07,654.0,1.896,1.4153E+00,4.8838E+02
6.53E-07,653.0,1.899,1.4311E+00,4.9232E+02
6.52E-07,652.0,1.902,1.3871E+00,4.7573E+02
6.51E-07,651.0,1.905,1.4447E+00,4.9396E+02
6.50E-07,650.0,1.908,1.3594E+00,4.6337E+02
6.49E-07,649.0,1.911,1.3519E+00,4.5940E+02
6.48E-07,648.0,1.914,1.3952E+00,4.7265E+02
6.47E-07,647.0,1.917,1.4086E+00,4.7572E+02
6.46E-07,646.0,1.920,1.4150E+00,4.7640E+02
6.45E-07,645.0,1.922,1.4567E+00,4.8893E+02
6.44E-07,644.0,1.925,1.4462E+00,4.8390E+02
6.43E-07,643.0,1.928,1.4525E+00,4.8450E+02
6.42E-07,642.0,1.931,1.4376E+00,4.7804E+02
6.41E-07,641.0,1.934,1.4348E+00,4.7562E+02
6.40E-07,640.0,1.938,1.4340E+00,4.7387E+02
6.39E-07,639.0,1.941,1.4646E+00,4.8247E+02
6.38E-07,638.0,1.944,1.4707E+00,4.8297E+02
6.37E-07,637.0,1.947,1.4610E+00,4.7828E+02
6.36E-07,636.0,1.950,1.4128E+00,4.6105E+02
6.35E-07,635.0,1.953,1.4458E+00,4.7034E+02
6.34E-07,634.0,1.956,1.4284E+00,4.6321E+02
6.33E-07,633.0,1.959,1.4508E+00,4.6900E+02
6.32E-07,632.0,1.962,1.3638E+00,4.3948E+02
6.31E-07,631.0,1.965,1.4161E+00,4.5489E+02
6.30E-07,630.0,1.968,1.3924E+00,4.4586E+02
6.29E-07,629.0,1.971,1.4114E+00,4.5051E+02
6.28E-07,628.0,1.975,1.3631E+00,4.3371E+02
6.27E-07,627.0,1.978,1.4417E+00,4.5726E+02
6.26E-07,626.0,1.981,1.4012E+00,4.4300E+02
6.25E-07,625.0,1.984,1.4026E+00,4.4203E+02
6.24E-07,624.0,1.987,1.4118E+00,4.4350E+02
6.23E-07,623.0,1.990,1.4165E+00,4.4355E+02
6.22E-07,622.0,1.994,1.4269E+00,4.4538E+02
6.21E-07,621.0,1.997,1.4802E+00,4.6053E+02
6.20E-07,620.0,2.000,1.4739E+00,4.5709E+02
6.19E-07,619.0,2.003,1.4733E+00,4.5543E+02
6.18E-07,618.0,2.006,1.4664E+00,4.5184E+02
6.17E-07,617.0,2.010,1.4128E+00,4.3391E+02
6.16E-07,616.0,2.013,1.4310E+00,4.3808E+02
6.15E-07,615.0,2.016,1.4697E+00,4.4847E+02
6.14E-07,614.0,2.020,1.4176E+00,4.3117E+02
6.13E-07,613.0,2.023,1.4621E+00,4.4325E+02
6.12E-07,612.0,2.026,1.4831E+00,4.4815E+02
6.11E-07,611.0,2.029,1.4611E+00,4.4006E+02
6.10E-07,610.0,2.033,1.4686E+00,4.4088E+02
6.09E-07,609.0,2.036,1.4749E+00,4.4132E+02
6.08E-07,608.0,2.039,1.4862E+00,4.4324E+02
6.07E-07,607.0,2.043,1.4911E+00,4.4324E+02
6.06E-07,606.0,2.046,1.4822E+00,4.3914E+02
6.05E-07,605.0,2.050,1.4895E+00,4.3985E+02
6.04E-07,604.0,2.053,1.4921E+00,4.3916E+02
6.03E-07,603.0,2.056,1.4664E+00,4.3017E+02
6.02E-07,602.0,2.060,1.4360E+00,4.1986E+02
6.01E-07,601.0,2.063,1.4579E+00,4.2484E+02
6.00E-07,600.0,2.067,1.4753E+00,4.2849E+02
5.99E-07,599.0,2.070,1.4606E+00,4.2280E+02
5.98E-07,598.0,2.074,1.4607E+00,4.2142E+02
5.97E-07,597.0,2.077,1.4788E+00,4.2522E+02
5.96E-07,596.0,2.081,1.4745E+00,4.2256E+02
5.95E-07,595.0,2.084,1.4308E+00,4.0866E+02
5.94E-07,594.0,2.088,1.4491E+00,4.1250E+02
5.93E-07,593.0,2.091,1.4561E+00,4.1310E+02
5.92E-07,592.0,2.095,1.4354E+00,4.0585E+02
5.91E-07,591.0,2.098,1.4662E+00,4.1316E+02
5.90E-07,590.0,2.102,1.3709E+00,3.8500E+02
5.89E-07,589.0,2.105,1.2894E+00,3.6089E+02
5.88E-07,588.0,2.109,1.4934E+00,4.1657E+02
5.87E-07,587.0,2.112,1.5281E+00,4.2480E+02
5.86E-07,586.0,2.116,1.4953E+00,4.1426E+02
5.85E-07,585.0,2.120,1.5324E+00,4.2309E+02
5.84E-07,584.0,2.123,1.5448E+00,4.2506E+02
5.83E-07,583.0,2.127,1.5479E+00,4.2446E+02
5.82E-07,582.0,2.131,1.5320E+00,4.1866E+02
5.81E-07,581.0,2.134,1.5089E+00,4.1093E+02
5.80E-07,580.0,2.138,1.5020E+00,4.0764E+02
5.79E-07,579.0,2.142,1.4770E+00,3.9948E+02
5.78E-07,578.0,2.145,1.4560E+00,3.9244E+02
5.77E-07,577.0,2.149,1.5023E+00,4.0352E+02
5.76E-07,576.0,2.153,1.4654E+00,3.9224E+02
5.75E-07,575.0,2.157,1.4777E+00,3.9416E+02
5.74E-07,574.0,2.160,1.5119E+00,4.0188E+02
5.73E-07,573.0,2.164,1.5198E+00,4.0258E+02
5.72E-07,572.0,2.168,1.5134E+00,3.9948E+02
5.71E-07,571.0,2.172,1.4331E+00,3.7697E+02
5.70E-07,570.0,2.175,1.4816E+00,3.8836E+02
5.69E-07,569.0,2.179,1.4807E+00,3.8676E+02
5.68E-07,568.0,2.183,1.5180E+00,3.9511E+02
5.67E-07,567.0,2.187,1.5320E+00,3.9735E+02
5.66E-07,566.0,2.191,1.4374E+00,3.7150E+02
5.65E-07,565.0,2.195,1.5201E+00,3.9149E+02
5.64E-07,564.0,2.199,1.5106E+00,3.8767E+02
5.63E-07,563.0,2.202,1.5408E+00,3.9402E+02
5.62E-07,562.0,2.206,1.4847E+00,3.7832E+02
5.61E-07,561.0,2.210,1.5595E+00,3.9597E+02
5.60E-07,560.0,2.214,1.4740E+00,3.7293E+02
5.59E-07,559.0,2.218,1.4483E+00,3.6512E+02
5.58E-07,558.0,2.222,1.5310E+00,3.8459E+02
5.57E-07,557.0,2.226,1.4988E+00,3.7515E+02
5.56E-07,556.0,2.230,1.5366E+00,3.8323E+02
5.55E-07,555.0,2.234,1.5634E+00,3.8852E+02
5.54E-07,554.0,2.238,1.5549E+00,3.8501E+02
5.53E-07,553.0,2.242,1.5250E+00,3.7625E+02
5.52E-07,552.0,2.246,1.5697E+00,3.8588E+02
5.51E-07,551.0,2.250,1.5382E+00,3.7676E+02
